#    n            s1         s2        s3          s4         s5         s6         s7         s8         s9        s10
#
#
    108000   1140352          0          0          0    8178323    8638350          0   17964153    1368073          0     943952          0          0          0   56560008  255383848          0  634350704   45428768          0 
    109000   1133958          0          0          0    7986289    8675634          0   17944350    1373107          0     943952          0          0          0   57277944  260391568          0  646324424   46146560          0 
    110000   1142254          0          0          0    8023920    9064679          0   18263804    1389427          0     943952          0          0          0   57999712  265401608          0  658406592   46867304          0 
    111000   1155706          0          0          0    8203465    9710940          0   18338811    1403689          0     943952          0          0          0   58724432  270461400          0  670641088   47594840          0 
    112000   1172548          0          0          0    8246387    9175672          0   18439092    1410444          0     943952          0          0          0   59455944  275553112          0  682996504   48328200          0 
    113000   1177759          0          0          0    8355591    9552607          0   18627559    1616562          0     943952          0          0          0   60193280  280667064          0  695457384   49066536          0 
    114000   1193187          0          0          0    8686820    9442185          0   18711607    1439951          0     943952          0          0          0   60935592  285794776          0  708036680   49808904          0 
    115000   1200997          0          0          0    8539902    9215743          0   18894644    1445879          0     943952          0          0          0   61681936  290964304          0  720780904   50554000          0 
    116000   1235763          0          0          0    8689398    9582522          0   19210732    1506790          0     943952          0          0          0   62431008  296150112          0  733638296   51303408          0 
    117000   1236738          0          0          0    8601632    9988998          0   19399658    1537900          0     943952          0          0          0   63184392  301359712          0  746669760   52055784          0 
    118000   1238958          0          0          0    8653606    9336359          0   19377688    1500861          0     943952          0          0          0   63940744  306632544          0  759714144   52811040          0 
    119000   1250281          0          0          0    8743839   12042162          0   19698668    1499877          0     943952          0          0          0   64699976  311892128          0  772875864   53565936          0 
    120000   1248685          0          0          0    8823533    9590743          0   19732724    1524866          0     943952          0          0          0   65458848  317192088          0  786163544   54321960          0 
    121000   1275355          0          0          0    9120869    9638940          0   19881836    1527003          0     943952          0          0          0   66218848  322520688          0  799566760   55082872          0 
    122000   1349115          0          0          0    9065545   10301785          0   20352304    1586438          0     943952          0          0          0   66983736  327863056          0  813142424   55849680          0 
    123000   1300034          0          0          0   10567136    9787105          0   21486237    1615065          0     943952          0          0          0   67754520  333298224          0  826829296   56621584          0 
    124000   1302831          0          0          0    9034011   13635224          0   22154339    1722819          0     943952          0          0          0   68530400  338719000          0  840648160   57397648          0 
    125000   1311610          0          0          0    9266910   10060006          0   20957927    1575225          0     943952          0          0          0   69310440  344145536          0  854558496   58177224          0 
    126000   1405062          0          0          0    9364094   10420761          0   20772620    1604952          0     943952          0          0          0   70093992  349697176          0  868604448   58961560          0 
    127000   1319258          0          0          0    9297626    9929604          0   22150703    1602715          0     943952          0          0          0   70882304  355253608          0  882778632   59749768          0 
    128000   1344705          0          0          0    9546951   10634699          0   21351194    1642014          0     943952          0          0          0   71674488  360799144          0  897056200   60538976          0 
    129000   1421276          0          0          0    9429267   10330755          0   21136998    1745278          0     943952          0          0          0   72467672  366393728          0  911485912   61336688          0 
    130000   1367722          0          0          0    9579475   10300319          0   21301148    1765053          0     943952          0          0          0   73269360  371962024          0  926039800   62139960          0 
    131000   1360108          0          0          0    9732916   10476526          0   22065111    1675963          0     943952          0          0          0   74076608  377646544          0  940753704   62947712          0 
    132000   1365869          0          0          0    9766371   10657656          0   21959578    1667159          0     943952          0          0          0   74888336  383331656          0  955535656   63761592          0 
    133000   1398905          0          0          0   12444616   12649801          0   21781978    1706721          0     943952          0          0          0   75706192  389046304          0  970423728   64580896          0 
    134000   1408457          0          0          0   10040037   10757117          0   21991139    1683262          0     943952          0          0          0   76529472  394782040          0  985464752   65404584          0 
    135000   1414155          0          0          0   14171745   10716197          0   22462354    1725064          0     943952          0          0          0   77357136  400526384          0 1000574776   66232200          0 
    136000   1470778          0          0          0   10092392   10860479          0   23041444    1717976          0     943952          0          0          0   78188728  406273864          0 1015774512   67063152          0 
    137000   1435030          0          0          0   10015513   10946777          0   22662874    1721632          0     943952          0          0          0   79023656  412073608          0 1031084352   67896720          0 
    138000   1434056          0          0          0   10134315   10983304          0   22666201    1810167          0     943952          0          0          0   79861200  417935448          0 1046489312   68732304          0 
    139000   1448004          0          0          0   10222818   11225065          0   22979882    1740382          0     943952          0          0          0   80700760  423765272          0 1062027112   69569088          0 
